"",transaction_description,Category,Subcategory,Amount,origin,date,customer_id,type,fraud_type,customer_scammed,bank_to,bank_from,factor_increase,newAmount
71,ATM Withdrawal - XYZ Bank ATM,Cash Withdrawal,Cash Withdrawal,16.884787527618936,non-fraud,2024-02-18T00:00:00.000000000,1,spending,none,1,nan,bank_C,1.6417497472813303,27.720595656367347
5176,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,1.0247319327106665,non-fraud,2024-02-11T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,5.024731932710667
402,On the Beach,Holiday,Holiday,213.66437109087633,non-fraud,2024-02-15T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,350.7834272414706
8341,John Lewis & Partners,Electronics,Electronics,153.91163104486117,non-fraud,2024-02-26T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,252.68438137155817
4084,Gadget Purchase - Tech Paradise,Electronics,Electronics,259.99467544252224,non-fraud,2024-02-24T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,426.8461927022524
10339,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,23.223375581090597,non-fraud,2024-02-22T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,38.1269709912749
816,Chase Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,91.27489165792169,non-fraud,2024-02-16T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,149.85053031252372
4269,Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,18.192873365965507,non-fraud,2024-02-28T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,29.868145250895115
3084,Credit Card Payment - Mastercard **** 5678,Credit Card Payment,Credit Card Payment,95.59506832878142,non-fraud,2024-02-19T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,156.9431792701184
14215,Walmart - Household Essentials,Shopping,Shopping,82.07947518598392,non-fraud,2024-02-28T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,134.75395764357333
13400,Aldo - Affordable Footwear,Shopping,Shopping,49.78101150384204,non-fraud,2024-02-29T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,81.72796305584166
11095,New Balance - Affordable Sportswear,Shopping,Shopping,10.394818620451383,non-fraud,2024-02-27T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,17.065690843161324
920,Interest Earned - Savings Account,Interest,Interest,3.4080099883332013,non-fraud,2024-02-09T00:00:00.000000000,1,income,none,1,bank_C,bank_E,1.6417497472813303,5.595099537078283
2683,Paintball ,Entertainment,Entertainment,11.171130690686736,non-fraud,2024-02-26T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,18.340200988281662
604,Paintball ,Entertainment,Entertainment,16.582025820227148,non-fraud,2024-02-07T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,27.223536699770413
274,Paintball ,Entertainment,Entertainment,7.860159711132954,non-fraud,2024-02-06T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,12.90441521934342
4559,Paycheck Deposit - Company Payroll,Income,Income,1451.1912053737556,non-fraud,2024-02-23T00:00:00.000000000,1,income,none,1,bank_C,bank_C,1.6417497472813303,2382.4927946792523
2879,Rent payment ,Housing,Housing,661.8176845566924,non-fraud,2024-02-02T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,1086.5390163672648
3568,Trading 212 UK,Investment,Investment,49.885813633323814,non-fraud,2024-02-17T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,81.90002192543291
25053,Costco Wholesale,Groceries,Groceries,14.780981817281129,non-fraud,2024-02-14T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,24.26667316309123
14219,Kmart Super Centers,Groceries,Groceries,7.382727787938211,non-fraud,2024-02-11T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,12.120591480094411
19828,Save Mart Supermarkets,Groceries,Groceries,20.56450674053451,non-fraud,2024-02-21T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,33.76177374423775
20302,Shaw's,Groceries,Groceries,13.849407332998705,non-fraud,2024-02-10T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,22.737260988946826
24656,Price Chopper,Groceries,Groceries,25.136984834220748,non-fraud,2024-02-05T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,41.268638498996545
40453,SuperValu,Groceries,Groceries,27.857958640395655,non-fraud,2024-02-07T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,45.73579655764332
13907,Transfer from Savings to Current,Transfers,Transfers,9.12554838561658,non-fraud,2024-02-22T00:00:00.000000000,1,income,none,1,bank_C,bank_C,1.6417497472813303,14.981866755889573
3321,Transfer to Investment Account,Transfers,Transfers,170.3655653734995,non-fraud,2024-02-04T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,279.6976238973837
1225,SAAS,Loan Payment,Loan Payment,62.94338265468245,non-fraud,2024-02-27T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,103.33728256635699
653,Ebay ,Online Shopping,Online Shopping,35.20963394552445,non-fraud,2024-02-26T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,57.805407631932916
12803,Practice Plus Group,Healthcare,Healthcare,99.0574201620311,non-fraud,2024-03-04T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,162.6274945173551
1807,Waterstones ,Personal care,Personal care,12.879017245204514,non-fraud,2024-03-30T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,21.144123307546405
3731,Superdrug ,Personal care,Personal care,10.18133280113666,non-fraud,2024-03-29T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,16.71520055325323
4079,The Royal British Legion,Charity,Charity,6.940229907904059,non-fraud,2024-03-20T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,11.394120697375818
9737,British Heart Foundation,Charity,Charity,9.587454067406615,non-fraud,2024-03-06T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,15.740200292236171
2636,Marie Curie,Charity,Charity,4.10669085154502,non-fraud,2024-03-23T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,6.742158667686588
1653,Panda Express,Dining Out,fast_food,2.8218943753055097,non-fraud,2024-03-10T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,4.632844377512428
5810,National express,Transportation,Transportation,12.370532839200358,non-fraud,2024-03-18T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,20.309319162492585
2139,TFL,Transportation,Transportation,33.84720626226141,non-fraud,2024-03-14T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,55.56864232724673
1312,Trainline ,Transportation,Transportation,17.01287901920777,non-fraud,2024-03-29T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,27.9308898303122
1488,Trainline ,Transportation,Transportation,26.771121742066164,non-fraud,2024-03-12T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,43.95148235447485
220,Fuel Purchase - Gas Station,Transportation,Fuel,21.558186190435766,non-fraud,2024-03-16T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,35.393146729991784
2302,Gas Station - Fuel Purchase,Transportation,Fuel,23.739623107797108,non-fraud,2024-03-27T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,38.97452023777993
1598,TFL,Transportation,Transportation,8.127987375364151,non-fraud,2024-03-11T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,13.344121219409939
4329,LNER,Transportation,Transportation,1.5099269766077625,non-fraud,2024-03-10T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,5.509926976607763
3530,Virgin Trains,Transportation,Transportation,3.640903609403808,non-fraud,2024-03-05T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,5.9774525806143854
1970,First Bus,Transportation,Transportation,33.001026105704874,non-fraud,2024-03-20T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,54.17942626906556
8888,ATM Withdrawal - XYZ Bank Branch,Cash Withdrawal,Cash Withdrawal,16.609196742685388,non-fraud,2024-03-18T00:00:00.000000000,1,spending,none,1,nan,bank_C,1.6417497472813303,27.26814455484963
869,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,12.118231416373867,non-fraud,2024-03-09T00:00:00.000000000,1,spending,none,1,nan,bank_C,1.6417497472813303,19.895103365328474
2236,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,0.8811141997171261,non-fraud,2024-03-20T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,4.881114199717127
4162,Monthly Service Fee - Bank Account,Bank Fees,Bank Fees,0.5589446905694544,non-fraud,2024-03-18T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,4.558944690569454
883,Monthly Service Fee - Account Maintenance,Bank Fees,Bank Fees,1.8398596064577877,non-fraud,2024-03-23T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,5.839859606457788
650,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,0.5938787337300454,non-fraud,2024-03-08T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,4.593878733730046
7521,Haven Holidays,Holiday,Holiday,144.75891173678636,non-fraud,2024-03-08T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,237.6579067605894
377,Shearings Holidays,Holiday,Holiday,162.33849856726593,non-fraud,2024-03-17T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,266.51918899683943
2128,CeX,Electronics,Electronics,296.2406860018109,non-fraud,2024-03-30T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,486.35307137792097
2949,Electronics Store - Gadget Purchase,Electronics,Electronics,112.13439698514561,non-fraud,2024-03-11T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,184.09661791190717
3708,Credit Card Payment - Mastercard **** 2345,Credit Card Payment,Credit Card Payment,138.92104496861648,non-fraud,2024-03-21T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,228.07359046928443
7485,Cotton On - Affordable Clothing,Shopping,Shopping,80.69375814061381,non-fraud,2024-03-06T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,132.47895703453352
730,Interest Earned - Savings Account,Interest,Interest,2.2435418829801717,non-fraud,2024-03-11T00:00:00.000000000,1,income,none,1,bank_C,bank_A,1.6417497472813303,3.6833343193977766
3504,Paintball ,Entertainment,Entertainment,6.2299043636387115,non-fraud,2024-03-18T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,10.22794391459071
1736,DesignMyNight ,Entertainment,Entertainment,15.013875438351736,non-fraud,2024-03-14T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,24.649026206627333
3767,Vue,Entertainment,Entertainment,11.594220768965004,non-fraud,2024-03-14T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,19.034809017372247
922,Invest Engine,Investment,Investment,60.7968797804817,non-fraud,2024-03-16T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,99.81326201509926
3085,AJ Bells ,Investment,Investment,94.45000802518427,non-fraud,2024-03-19T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,155.0632768060659
12161,Co-op,Groceries,Groceries,29.383411858408127,non-fraud,2024-03-21T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,48.24020899280479
29585,Woolworths,Groceries,Groceries,23.25442806390001,non-fraud,2024-03-01T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,38.17795139707972
23798,Smith's Food and Drug,Groceries,Groceries,47.33951004295185,non-fraud,2024-03-28T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,77.71962864943819
32971,Price Chopper,Groceries,Groceries,27.139869975427956,non-fraud,2024-03-12T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,44.55687467340701
17884,Aldi,Groceries,Groceries,26.278163577466714,non-fraud,2024-03-22T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,43.142168412323436
10872,Transfer from Savings to Current - Emergency Fund,Transfers,Transfers,195.05228920698372,non-fraud,2024-03-08T00:00:00.000000000,1,income,none,1,bank_C,bank_B,1.6417497472813303,320.22704651221045
5466,Transfer to Investment Account,Transfers,Transfers,159.71456376987044,non-fraud,2024-03-26T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,262.2113447063327
14578,Transfer to Investment Account,Transfers,Transfers,44.21097239990338,non-fraud,2024-03-07T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,72.58335276460325
1169,Car Loan,Loan Payment,Loan Payment,43.4385418900192,non-fraud,2024-03-05T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,71.3152151702085
1609,SAAS,Loan Payment,Loan Payment,44.059591546207486,non-fraud,2024-03-07T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,72.33482328630477
11362,Ebay ,Online Shopping,Online Shopping,26.48776783643026,non-fraud,2024-03-03T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,43.48628615150592
9468,Forever 21 - Activewear,Online Shopping,Online Shopping,63.3354202501513,non-fraud,2024-03-09T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,103.98091018964274
4559,Paycheck Deposit - Company Payroll,Income,Income,1451.1912053737556,non-fraud,2024-03-29T00:00:00.000000000,1,income,none,1,bank_C,bank_C,1.6417497472813303,2382.4927946792523
2879,Rent payment ,Housing,Housing,661.8176845566924,non-fraud,2024-03-01T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,1086.5390163672648
3977,GPDQ,Healthcare,Healthcare,74.71615519980159,non-fraud,2024-04-06T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,122.66522891710692
12278,Nuffield Health,Healthcare,Healthcare,3.862152549420883,non-fraud,2024-04-22T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,6.34068797197368
2002,Sanctuary spa,Personal care,Personal care,10.146398757976069,non-fraud,2024-04-10T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,16.657847596722814
4058,Body Shop,Personal care,Personal care,10.573370396605513,non-fraud,2024-04-11T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,17.358828176539
2462,Rituals ,Personal care,Personal care,7.165360408272313,non-fraud,2024-04-16T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,11.76372863946072
15762,WaterAid,Charity,Charity,1.6186106664407118,non-fraud,2024-04-24T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,5.618610666440712
11001,Marie Curie,Charity,Charity,2.1697922363078126,non-fraud,2024-04-30T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,3.562255855611344
17345,British Red Cross,Charity,Charity,3.2760369363931914,non-fraud,2024-04-14T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,5.378432812407826
5430,Macmillan Cancer Support,Charity,Charity,6.311417131013424,non-fraud,2024-04-02T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,10.361767479828346
11207,John Lewis & Partners,Home Improvement,Home Improvement,264.2022868631978,non-fraud,2024-04-11T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,433.7540376888045
8147,B&Q,Home Improvement,Home Improvement,227.11009614735266,non-fraud,2024-04-03T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,372.85794295495486
7060,Del Taco,Dining Out,fast_food,4.599649016144469,non-fraud,2024-04-26T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,7.551472609838002
7217,Japanese Izakaya,Dining Out,restaurants,18.91096203093321,non-fraud,2024-04-27T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,31.047067135131428
271,Fuel Purchase - Gas Station,Transportation,Fuel,36.40127297333572,non-fraud,2024-04-05T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,59.76178070469264
363,Gas Station - Fuel Purchase,Transportation,Fuel,52.26132856824399,non-fraud,2024-04-12T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,85.80002296950114
6543,TFL,Transportation,Transportation,18.25109677123316,non-fraud,2024-04-03T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,29.963733511779147
3735,Gas Station - Fuel Purchase,Transportation,Fuel,42.17703477588675,non-fraud,2024-04-26T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,69.24413618438795
2997,LNER,Transportation,Transportation,20.595559223343926,non-fraud,2024-04-01T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,33.812754150042565
1858,Gas Station - Fuel Purchase,Transportation,Fuel,47.646153310694814,non-fraud,2024-04-14T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,78.22306015676072
3826,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,32.376094889165415,non-fraud,2024-04-10T00:00:00.000000000,1,spending,none,1,nan,bank_C,1.6417497472813303,53.153445602243686
8218,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,2.5074879868601916,non-fraud,2024-04-24T00:00:00.000000000,1,spending,none,1,nan,bank_C,1.6417497472813303,4.116667768738691
1959,Monthly Account Maintenance Fee,Bank Fees,Bank Fees,3.3886021865773177,non-fraud,2024-04-04T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,5.563236783450274
4087,Monthly Service Fee - Current Account Maintenance,Bank Fees,Bank Fees,1.7195312355713077,non-fraud,2024-04-20T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,5.719531235571308
2259,Monthly Service Fee - Account Maintenance,Bank Fees,Bank Fees,1.995122020504858,non-fraud,2024-04-21T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,5.9951220205048585
11430,Kuoni,Holiday,Holiday,135.52467966133682,non-fraud,2024-04-27T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,222.49760858438296
175,Electronics Store - Gadget Purchase,Electronics,Electronics,234.46177145248143,non-fraud,2024-04-03T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,384.9275540292444
6290,John Lewis & Partners,Electronics,Electronics,116.85437437217658,non-fraud,2024-04-12T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,191.84563959423886
10059,Chase Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,181.45518329681153,non-fraud,2024-04-02T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,297.90400132042777
12820,Clothing Store Purchase - Fashion World,Shopping,Shopping,75.94272827077346,non-fraud,2024-04-06T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,124.67895494639706
34,Savings Account Interest - October,Interest,Interest,2.2745943657895857,non-fraud,2024-04-27T00:00:00.000000000,1,income,none,1,bank_C,bank_C,1.6417497472813303,3.73431472520259
454,Savings Account Interest - October,Interest,Interest,2.0028851412072117,non-fraud,2024-04-24T00:00:00.000000000,1,income,none,1,bank_C,bank_A,1.6417497472813303,3.2882361744104713
944,Savings Account Interest - October,Interest,Interest,4.522017809120934,non-fraud,2024-04-17T00:00:00.000000000,1,income,none,1,bank_C,bank_B,1.6417497472813303,7.424021595325968
1536,DesignMyNight ,Entertainment,Entertainment,25.5950089556596,non-fraud,2024-04-20T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,42.020599484617534
3230,Paintball ,Entertainment,Entertainment,24.449948652062456,non-fraud,2024-04-21T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,40.14069702056504
3942,DesignMyNight ,Entertainment,Entertainment,5.678722793771611,non-fraud,2024-04-21T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,9.323041711555272
1346,Cinemacity,Entertainment,Entertainment,8.927588807706565,non-fraud,2024-04-21T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,14.656866668883886
3492,Cinemacity,Entertainment,Entertainment,17.789191089443122,non-fraud,2024-04-16T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,29.205399975432538
1788,Interactive Brokers ,Investment,Investment,139.7905144872801,non-fraud,2024-04-27T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,229.50104183181924
22316,Lidl,Groceries,Groceries,27.81914303688389,non-fraud,2024-04-22T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,45.6720710503873
28790,Save Mart Supermarkets,Groceries,Groceries,30.408143791118796,non-fraud,2024-04-24T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,49.92256238436364
32241,Grocery Shopping - Fresh Mart,Groceries,Groceries,41.2493418519555,non-fraud,2024-04-14T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,67.72109656096914
7088,Whole Foods Market,Groceries,Groceries,8.48897248802359,non-fraud,2024-04-27T00:00:00.000000000,1,spending,none,1,bank_E,bank_C,1.6417497472813303,13.936768436890894
10447,Transfer to Investment Account,Transfers,Transfers,11.477773958429701,non-fraud,2024-04-24T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,18.843632495604194
10276,Transfer from Savings to Current,Transfers,Transfers,35.96265665365275,non-fraud,2024-04-28T00:00:00.000000000,1,income,none,1,bank_C,bank_D,1.6417497472813303,59.041682472699655
7256,Transfer from Current to Savings,Transfers,Transfers,252.30918594719222,non-fraud,2024-04-13T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,414.228542265561
7289,Transfer to Vacation Fund,Transfers,Transfers,108.50125649644416,non-fraud,2024-04-27T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,178.13191043274398
1242,Transfer to Emergency Fund,Transfers,Transfers,161.18567514296643,non-fraud,2024-04-07T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,264.62654143133574
3717,Car Loan,Loan Payment,Loan Payment,76.00871479674345,non-fraud,2024-04-21T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,124.78728830873226
1970,SAAS,Loan Payment,Loan Payment,70.13203242506184,non-fraud,2024-04-17T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,115.13924651017133
4418,AMZN,Online Shopping,Online Shopping,116.12852258650652,non-fraud,2024-04-13T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,190.65397260855133
5056,Urban Outfitters - Affordable Fashion,Online Shopping,Online Shopping,28.54499482255395,non-fraud,2024-04-10T00:00:00.000000000,1,spending,none,1,bank_A,bank_C,1.6417497472813303,46.86373803607483
4559,Paycheck Deposit - Company Payroll,Income,Income,1451.1912053737556,non-fraud,2024-04-26T00:00:00.000000000,1,income,none,1,bank_C,bank_C,1.6417497472813303,2382.4927946792523
2879,Rent payment ,Housing,Housing,661.8176845566924,non-fraud,2024-04-01T00:00:00.000000000,1,spending,none,1,bank_D,bank_C,1.6417497472813303,1086.5390163672648
249728,,Holiday,,5.95,,2024-02-10T00:00:00.000000000,1,spending,Purchase,1,bank_C,bank_C,1.6417497472813303,9.768410996323915
382567,,Transfers,Transfers,26.7,,2024-04-01T00:00:00.000000000,1,spending,InvoiceMandate,1,bank_E,bank_C,1.6417497472813303,43.83471825241152
37615,,Shopping,,5.47,,2024-04-01T00:00:00.000000000,1,spending,AdvanceFee,1,bank_B,bank_C,1.6417497472813303,8.980371117628875
260266,,Shopping,,8.26,,2024-02-23T00:00:00.000000000,1,spending,Purchase,1,bank_B,bank_C,1.6417497472813303,13.560852912543787
3956,Netflix,Utilities,TV,8.760681712605964,non-fraud,2024-02-02T00:00:00.000000000,1,spending,none,1,bank_B,bank_C,1.6417497472813303,14.382846987683012
7346,My5 (Channel 5),Utilities,TV,9.983373223226645,non-fraud,2024-02-02T00:00:00.000000000,1,spending,none,1,bank_C,bank_C,1.6417497472813303,16.390200466247542
