,Unnamed: 0,transaction_description,Category,Subcategory,Amount,origin,date,customer_id,type,month
142,13457,Transfer to Investment Account,Transfers,Transfers,336.34,non-fraud,2023-10-01,17216,spending,October
143,5072,Nationwide BuildSoc Mortage ,Housing,Housing,1195.59,non-fraud,2023-10-01,17216,spending,October
144,6094,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,48.5,non-fraud,2023-10-01,17216,spending,October
145,5883,Paycheck Deposit - X Employer,Income,Income,23214.46302777965,non-fraud,2023-10-01,17216,income,October
146,1705,Body Shop,Personal care,Personal care,22.41,non-fraud,2023-10-01,17216,spending,October
147,967,Interest Earned - Savings Account,Interest,Interest,8.61,non-fraud,2023-10-01,17216,spending,October
148,10083,Tonik Energy,Utilities,Bills,118.49,non-fraud,2023-10-02,17216,spending,October
149,38111,Smith's Food and Drug,Groceries,Groceries,28.04,non-fraud,2023-10-02,17216,spending,October
150,16205,Dunkin',Dining Out,cafes,2.65,non-fraud,2023-10-02,17216,spending,October
151,750,BFI Player,Utilities,TV,26.0,non-fraud,2023-10-03,17216,spending,October
152,5269,Good Energy,Utilities,Bills,176.99,non-fraud,2023-10-04,17216,spending,October
153,21546,Grocery Shopping - Supermart,Groceries,Groceries,95.41,non-fraud,2023-10-04,17216,spending,October
154,1482,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,57.36,non-fraud,2023-10-05,17216,spending,October
155,8975,Second Cup,Dining Out,cafes,3.67,non-fraud,2023-10-05,17216,spending,October
156,7160,Transfer to Investment Account,Transfers,Transfers,537.8,non-fraud,2023-10-05,17216,spending,October
157,2983,Fuel Purchase - Gas Station,Transportation,Fuel,122.66,non-fraud,2023-10-05,17216,spending,October
158,26700,Bottega Veneta - Luxury Fashion,Shopping,Luxury shopping,1641.1,non-fraud,2023-10-07,17216,spending,October
159,10781,Transfer from Savings to Current,Transfers,Transfers,690.37,non-fraud,2023-10-07,17216,spending,October
160,3753,Grocery Shopping - Mega Mart,Groceries,Groceries,36.2,non-fraud,2023-10-07,17216,spending,October
161,101,Art Gallery and Museum ,Entertainment,Entertainment,23.29,non-fraud,2023-10-07,17216,spending,October
162,14818,Transfer to Emergency Fund,Transfers,Transfers,752.71,non-fraud,2023-10-08,17216,spending,October
163,4213,Urban Outfitters - Affordable Fashion,Online Shopping,Online Shopping,136.47,non-fraud,2023-10-09,17216,spending,October
164,17948,Burberry - Fashion Purchase,Shopping,Luxury shopping,1777.1,non-fraud,2023-10-09,17216,spending,October
165,35080,Festival Foods,Groceries,Groceries,45.45,non-fraud,2023-10-10,17216,spending,October
166,3687,Sanctuary spa,Personal care,Personal care,15.18,non-fraud,2023-10-10,17216,spending,October
167,799,Monthly Service Fee - Account Maintenance,Bank Fees,Bank Fees,5.19,non-fraud,2023-10-10,17216,spending,October
168,6769,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,127.43,non-fraud,2023-10-10,17216,spending,October
169,4106,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,55.52,non-fraud,2023-10-10,17216,spending,October
170,8969,ATM Withdrawal - MNO Bank ATM,Cash Withdrawal,Cash Withdrawal,134.36,non-fraud,2023-10-10,17216,spending,October
171,19072,Counseling,Healthcare,Healthcare,78.69,non-fraud,2023-10-11,17216,spending,October
172,3107,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,32.96,non-fraud,2023-10-11,17216,spending,October
173,870,ATM Withdrawal - XYZ Bank ATM,Cash Withdrawal,Cash Withdrawal,6.81,non-fraud,2023-10-11,17216,spending,October
174,7054,Forever 21 - Activewear,Online Shopping,Online Shopping,253.4,non-fraud,2023-10-11,17216,spending,October
175,711,Online Shopping - Tech Accessories,Online Shopping,Online Shopping,51.26,non-fraud,2023-10-11,17216,spending,October
176,7820,Transfer to Investment Account,Transfers,Transfers,53.65,non-fraud,2023-10-12,17216,spending,October
177,514,Interest Earned - Savings Account,Interest,Interest,3.54,non-fraud,2023-10-13,17216,spending,October
178,4026,Homebase,Home Improvement,Home Improvement,1868.88,non-fraud,2023-10-14,17216,spending,October
179,32165,Costco Wholesale,Groceries,Groceries,24.23,non-fraud,2023-10-14,17216,spending,October
180,4847,Uniqlo - Affordable Denim,Shopping,Shopping,130.02,non-fraud,2023-10-14,17216,spending,October
181,2165,Amazon Prime Membership Renewal,Online Shopping,Online Shopping,115.53,non-fraud,2023-10-16,17216,spending,October
182,7425,Amazon Prime Membership Renewal,Online Shopping,Online Shopping,155.25,non-fraud,2023-10-16,17216,spending,October
183,3080,Transfer from Current to Savings,Transfers,Transfers,565.89,non-fraud,2023-10-18,17216,spending,October
184,10116,Dunkin',Dining Out,cafes,4.36,non-fraud,2023-10-19,17216,spending,October
185,6218,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,29.2,non-fraud,2023-10-20,17216,spending,October
186,21105,Publix,Groceries,Groceries,96.08,non-fraud,2023-10-20,17216,spending,October
187,12630,Arby's,Dining Out,fast_food,11.96,non-fraud,2023-10-20,17216,spending,October
188,81,Art Gallery and Museum ,Entertainment,Entertainment,54.5,non-fraud,2023-10-20,17216,spending,October
189,1214,SAAS,Loan Payment,Loan Payment,121.54,non-fraud,2023-10-20,17216,spending,October
190,4377,Chase Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,554.26,non-fraud,2023-10-20,17216,spending,October
191,4213,Gelson's Markets,Groceries,Groceries,73.09,non-fraud,2023-10-20,17216,spending,October
192,9535,ATM Withdrawal - DEF Bank ATM,Cash Withdrawal,Cash Withdrawal,66.79,non-fraud,2023-10-21,17216,spending,October
193,6812,Chase Credit Card Payment - Visa **** 1234,Credit Card Payment,Credit Card Payment,179.51,non-fraud,2023-10-22,17216,spending,October
194,19073,Harrods - Luxury Shopping,Shopping,Luxury shopping,1048.74,non-fraud,2023-10-23,17216,spending,October
195,4020,Cinemacity,Entertainment,Entertainment,42.32,non-fraud,2023-10-23,17216,spending,October
196,15105,Transfer to Vacation Fund,Transfers,Transfers,588.37,non-fraud,2023-10-24,17216,spending,October
197,5480,Citylink,Transportation,Transportation,15.4,non-fraud,2023-10-24,17216,spending,October
198,13128,Jet2Holidays,Holiday,Holiday,424.01,non-fraud,2023-10-24,17216,spending,October
199,2671,Transfer to Investment Account,Transfers,Transfers,604.02,non-fraud,2023-10-25,17216,spending,October
200,2402,Credit Card Payment - American Express **** 3456,Credit Card Payment,Credit Card Payment,289.04,non-fraud,2023-10-25,17216,spending,October
201,28436,HEB Grocery,Groceries,Groceries,80.75,non-fraud,2023-10-26,17216,spending,October
202,11431,ATM Withdrawal - STU Bank ATM,Cash Withdrawal,Cash Withdrawal,20.32,non-fraud,2023-10-26,17216,spending,October
203,10548,Credit Card Payment - American Express **** 5678,Credit Card Payment,Credit Card Payment,198.6,non-fraud,2023-10-27,17216,spending,October
204,10008,ATM Withdrawal - JKL Bank ATM,Cash Withdrawal,Cash Withdrawal,74.02,non-fraud,2023-10-27,17216,spending,October
205,22595,Whole Foods Market - Grocery Shopping,Groceries,Groceries,54.5,non-fraud,2023-10-27,17216,spending,October
206,3901,Gas Station - Fuel Purchase,Transportation,Fuel,55.43,non-fraud,2023-10-27,17216,spending,October
207,37106,Meijer,Groceries,Groceries,51.5,non-fraud,2023-10-28,17216,spending,October
208,6119,Transfer to Investment Account,Transfers,Transfers,329.7,non-fraud,2023-10-29,17216,spending,October
209,9243,ATM Withdrawal - STU Bank ATM,Cash Withdrawal,Cash Withdrawal,26.38,non-fraud,2023-10-29,17216,spending,October
210,5072,Nationwide BuildSoc Mortage ,Housing,Housing,1195.59,non-fraud,2023-11-01,17216,spending,November
211,16521,IGA,Groceries,Groceries,34.54,non-fraud,2023-11-01,17216,spending,November
212,5883,Paycheck Deposit - X Employer,Income,Income,23214.46302777965,non-fraud,2023-11-01,17216,income,November
213,9962,ATM Withdrawal - VWX Bank ATM,Cash Withdrawal,Cash Withdrawal,62.29,non-fraud,2023-11-01,17216,spending,November
214,1398,EE,Utilities,Mobile,31.41,non-fraud,2023-11-01,17216,spending,November
215,1624,Credit Card Payment - Visa **** 4567,Credit Card Payment,Credit Card Payment,141.23,non-fraud,2023-11-01,17216,spending,November
216,2106,Ebay ,Online Shopping,Online Shopping,114.41,non-fraud,2023-11-02,17216,spending,November
217,3300,Vue,Entertainment,Entertainment,38.79,non-fraud,2023-11-02,17216,spending,November
218,10083,Tonik Energy,Utilities,Bills,118.49,non-fraud,2023-11-02,17216,spending,November
219,4428,Save Mart Supermarkets,Groceries,Groceries,154.72,non-fraud,2023-11-03,17216,spending,November
220,8053,Chopard - Fine Jewelry Purchase,Shopping,Luxury shopping,757.8,non-fraud,2023-11-03,17216,spending,November
221,750,BFI Player,Utilities,TV,26.0,non-fraud,2023-11-03,17216,spending,November
222,9706,Transfer to Investment Account,Transfers,Transfers,84.74,non-fraud,2023-11-04,17216,spending,November
223,6495,Credit Card Payment - Mastercard **** 6789,Credit Card Payment,Credit Card Payment,121.63,non-fraud,2023-11-04,17216,spending,November
224,861,Gas Station - Fuel Purchase,Transportation,Fuel,74.47,non-fraud,2023-11-04,17216,spending,November
225,5269,Good Energy,Utilities,Bills,176.99,non-fraud,2023-11-04,17216,spending,November
226,716,National express,Transportation,Transportation,51.95,non-fraud,2023-11-04,17216,spending,November
227,1866,Transfer from Savings to Current,Transfers,Transfers,504.29,non-fraud,2023-11-04,17216,spending,November
228,6472,Fuel Purchase - Gas Station,Transportation,Fuel,27.38,non-fraud,2023-11-05,17216,spending,November
229,15124,Transfer to Investment Account,Transfers,Transfers,674.78,non-fraud,2023-11-05,17216,spending,November
230,6659,Zara - Affordable Fashion,Online Shopping,Online Shopping,43.62,non-fraud,2023-11-05,17216,spending,November
231,9960,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,56.97,non-fraud,2023-11-06,17216,spending,November
232,8511,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,32.51,non-fraud,2023-11-06,17216,spending,November
233,8261,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,115.43,non-fraud,2023-11-06,17216,spending,November
234,25428,Waitrose,Groceries,Groceries,75.79,non-fraud,2023-11-08,17216,spending,November
235,8636,Target Grocery,Groceries,Groceries,45.54,non-fraud,2023-11-09,17216,spending,November
236,2232,Boots ,Personal care,Personal care,22.35,non-fraud,2023-11-09,17216,spending,November
237,29910,Acme Markets,Groceries,Groceries,36.63,non-fraud,2023-11-09,17216,spending,November
238,2573,Cinemacity,Entertainment,Entertainment,26.17,non-fraud,2023-11-09,17216,spending,November
239,3423,Givenchy - Designer Apparel,Shopping,Luxury shopping,717.57,non-fraud,2023-11-10,17216,spending,November
240,5755,Bojangles',Dining Out,fast_food,16.15,non-fraud,2023-11-10,17216,spending,November
241,3359,Online Shopping - Tech Accessories,Online Shopping,Online Shopping,117.82,non-fraud,2023-11-10,17216,spending,November
242,3640,New Balance - Affordable Sportswear,Shopping,Shopping,87.18,non-fraud,2023-11-11,17216,spending,November
243,2862,ATM Withdrawal - STU Bank ATM,Cash Withdrawal,Cash Withdrawal,104.67,non-fraud,2023-11-12,17216,spending,November
244,7098,ATM Withdrawal - GHI Bank ATM,Cash Withdrawal,Cash Withdrawal,71.62,non-fraud,2023-11-14,17216,spending,November
245,1562,Transfer from Current to Savings,Transfers,Transfers,390.01,non-fraud,2023-11-14,17216,spending,November
246,8148,Transfer to Vacation Fund,Transfers,Transfers,195.15,non-fraud,2023-11-14,17216,spending,November
247,29821,Tesco,Groceries,Groceries,88.75,non-fraud,2023-11-14,17216,spending,November
248,10823,Transfer to Savings Account - Rainy Day Fund,Transfers,Transfers,98.31,non-fraud,2023-11-15,17216,spending,November
249,365,Savings Account Interest - October,Interest,Interest,3.7,non-fraud,2023-11-15,17216,spending,November
250,27066,Bvlgari - Luxury Accessories,Shopping,Luxury shopping,1947.15,non-fraud,2023-11-15,17216,spending,November
251,11143,ATM Withdrawal - ABC Bank ATM,Cash Withdrawal,Cash Withdrawal,21.42,non-fraud,2023-11-15,17216,spending,November
